"","SKU","Description","Date","Quantity","Expiration.Date","Days.To.Expiry","Status"
"29350",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-11,1,2017-03-03,143,"Fresh"
"29351",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-11,363,2017-03-08,148,"Fresh"
"29352",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-11,1661,2017-03-23,163,"Fresh"
"29353",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-11,1600,2017-04-12,183,"Fresh"
"29354",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-11,99,2017-04-18,189,"Fresh"
"29355",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-11,1700,2017-05-03,204,"Fresh"
"29376",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-10-11,114.833333333333,2017-04-10,181,"Fresh"
"29377",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-10-11,489,2017-04-16,187,"Fresh"
"29378",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-10-11,764,2017-04-20,191,"Fresh"
"29379",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-10-11,934,2017-05-03,204,"Fresh"
"29380",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-10-11,6725,2017-05-05,206,"Fresh"
"29419",1053009,"Anchor FCMP 24x150g",2016-10-11,157,2017-10-30,384,"Fresh"
"29420",1053009,"Anchor FCMP 24x150g",2016-10-11,272,2017-12-22,437,"Fresh"
"29426",1053010,"ANCHOR FCMP 24 X 350G",2016-10-11,282,2017-11-28,413,"Fresh"
"29428",1053010,"ANCHOR FCMP 24 X 350G",2016-10-11,321,2017-12-14,429,"Fresh"
"29429",1053010,"ANCHOR FCMP 24 X 350G",2016-10-11,710.958333333333,2017-12-28,443,"Fresh"
"29436",1053011,"ANCHOR FCMP 12 X700G",2016-10-11,41,2017-10-30,384,"Fresh"
"29437",1053011,"ANCHOR FCMP 12 X700G",2016-10-11,134,2017-11-19,404,"Fresh"
"29438",1053011,"ANCHOR FCMP 12 X700G",2016-10-11,1152,2017-12-13,428,"Fresh"
"29439",1053011,"ANCHOR FCMP 12 X700G",2016-10-11,466,2017-12-22,437,"Fresh"
"29448",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-10-11,1,2019-04-06,907,"Fresh"
"29449",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-10-11,1475,2019-07-25,1017,"Fresh"
"29471",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-10-11,100,2018-02-25,502,"Fresh"
"29472",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-10-11,1090,2018-02-28,505,"Fresh"
"29473",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-10-11,878,2018-03-22,527,"Fresh"
"29482",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-10-11,2,2018-02-24,501,"Fresh"
"29483",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-10-11,121,2018-03-14,519,"Fresh"
"29484",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-10-11,855,2018-03-15,520,"Fresh"
"29485",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-10-11,1078.375,2018-03-23,528,"Fresh"
"29495",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-10-11,109,2018-02-25,502,"Fresh"
"29496",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-10-11,1369,2018-02-27,504,"Fresh"
"29497",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-10-11,107,2018-02-28,505,"Fresh"
"29506",1063491,"ANMUM CHOC 24X375G",2016-10-11,7,2018-02-24,501,"Fresh"
"29507",1063491,"ANMUM CHOC 24X375G",2016-10-11,839,2018-03-15,520,"Fresh"
"29508",1063491,"ANMUM CHOC 24X375G",2016-10-11,926.791666666667,2018-03-23,528,"Fresh"
"29516",1063581,"ANMUM CHOCO 80X46G",2016-10-11,244.075,2017-08-23,316,"Fresh"
"29528",1063645,"ANMUM MATERNA 24X375G",2016-10-11,15,2018-02-25,502,"Fresh"
"29530",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-10-11,12,2017-06-13,245,"Fresh"
"29535",1064002,"ANMUM VANILLA MANGO 24X180G",2016-10-11,479,2018-01-29,475,"Fresh"
"29540",1064003,"ANMUM VANILLA MANGO 24X375G",2016-10-11,152,2018-01-29,475,"Fresh"
"29541",1064003,"ANMUM VANILLA MANGO 24X375G",2016-10-11,421,2018-03-22,527,"Fresh"
"29545",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-10-11,315.925,2017-09-05,329,"Fresh"
"29548",1064678,"ANCHOR ADULT 36X180G",2016-10-11,194,2017-09-17,341,"Fresh"
"29552",1064687,"ANLENE CONCENTRAT VNL-PH 48X110ML NEW",2016-10-11,4,2017-04-25,196,"Fresh"
"29553",1064687,"ANLENE CONCENTRAT VNL-PH 48X110ML NEW",2016-10-11,2633,2017-04-30,201,"Fresh"
"29557",1064727,"ANLENE CONCENTRATCHOC-PH 48X110ML NEW",2016-10-11,2402,2017-05-01,202,"Fresh"
"29559",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-10-11,1,2017-10-22,376,"Fresh"
"29560",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-10-11,763,2018-01-13,459,"Fresh"
"29568",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-10-11,1,2018-02-06,483,"Fresh"
"29569",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-10-11,141,2018-02-28,505,"Fresh"
"29570",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-10-11,1025,2018-03-01,506,"Fresh"
"29585",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-11,274,2018-02-03,480,"Fresh"
"29586",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-11,1,2018-02-13,490,"Fresh"
"29588",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-11,1,2018-02-15,492,"Fresh"
"29590",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-11,648,2018-02-17,494,"Fresh"
"29591",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-11,1590,2018-02-18,495,"Fresh"
"29592",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-11,1720,2018-03-06,511,"Fresh"
"29593",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-11,3067,2018-03-07,512,"Fresh"
"29594",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-11,659,2018-03-08,513,"Fresh"
"29628",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-11,1,2018-02-22,499,"Fresh"
"29629",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-11,1521,2018-02-23,500,"Fresh"
"29630",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-11,1535,2018-03-05,510,"Fresh"
"29631",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-11,409,2018-03-20,525,"Fresh"
"29632",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-11,516,2018-03-21,526,"Fresh"
"29633",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-11,304,2018-03-28,533,"Fresh"
"29634",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-11,1747,2018-03-29,534,"Fresh"
"29661",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-10-11,980,2018-02-05,482,"Fresh"
"29662",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-10-11,100,2018-02-06,483,"Fresh"
"29663",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-10-11,1576,2018-02-28,505,"Fresh"
"29676",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-10-11,1102,2019-08-05,1028,"Fresh"
"29677",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-10-11,619,2019-08-10,1033,"Fresh"
"29685",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-10-11,1,2018-02-25,502,"Fresh"
"29686",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-10-11,1264,2018-02-28,505,"Fresh"
"29695",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-10-11,57,2018-03-14,519,"Fresh"
"29696",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-10-11,970,2018-03-15,520,"Fresh"
"29697",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-10-11,569,2018-03-23,528,"Fresh"
"29706",1065315,"ANLENE GOLD 12X990G SUP",2016-10-11,1,2018-02-10,487,"Fresh"
"29708",1065315,"ANLENE GOLD 12X990G SUP",2016-10-11,1,2018-02-12,489,"Fresh"
"29710",1065315,"ANLENE GOLD 12X990G SUP",2016-10-11,1070,2018-03-08,513,"Fresh"
"29711",1065315,"ANLENE GOLD 12X990G SUP",2016-10-11,968,2018-03-09,514,"Fresh"
"29712",1065315,"ANLENE GOLD 12X990G SUP",2016-10-11,1856,2018-03-21,526,"Fresh"
"29713",1065315,"ANLENE GOLD 12X990G SUP",2016-10-11,568,2018-03-22,527,"Fresh"
"29714",1065315,"ANLENE GOLD 12X990G SUP",2016-10-11,718,2018-03-27,532,"Fresh"
"29715",1065315,"ANLENE GOLD 12X990G SUP",2016-10-11,1624,2018-03-28,533,"Fresh"
"29761",1065316,"ANLENE GOLD 24X180G SUP",2016-10-11,290,2018-02-26,503,"Fresh"
"29762",1065316,"ANLENE GOLD 24X180G SUP",2016-10-11,1764,2018-03-05,510,"Fresh"
"29763",1065316,"ANLENE GOLD 24X180G SUP",2016-10-11,1117,2018-03-06,511,"Fresh"
"29764",1065316,"ANLENE GOLD 24X180G SUP",2016-10-11,686,2018-03-07,512,"Fresh"
"29765",1065316,"ANLENE GOLD 24X180G SUP",2016-10-11,887,2018-03-08,513,"Fresh"
"29766",1065316,"ANLENE GOLD 24X180G SUP",2016-10-11,1550,2018-03-20,525,"Fresh"
"29767",1065316,"ANLENE GOLD 24X180G SUP",2016-10-11,437,2018-03-28,533,"Fresh"
"29768",1065316,"ANLENE GOLD 24X180G SUP",2016-10-11,1555.75,2018-03-29,534,"Fresh"
"29811",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-10-11,348,2018-02-04,481,"Fresh"
"29812",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-10-11,1587,2018-02-28,505,"Fresh"
"29813",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-10-11,460,2018-03-12,517,"Fresh"
"29831",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-10-11,567,2018-02-28,505,"Fresh"
"29832",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-10-11,2169,2018-03-13,518,"Fresh"
"29845",10332315,"ANC FAMILY MILK 12X655G",2016-10-11,1,2017-04-20,191,"Fresh"
"29847",10333064,"ANC FAMILY MILK 24X300G",2016-10-11,42,2017-04-06,177,"Fresh"
"29856",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-10-11,0.666666666666667,2017-04-03,174,"Fresh"
"29857",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-10-11,5,2017-04-04,175,"Fresh"
"29859",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-10-11,427,2017-04-10,181,"Fresh"
"29906",10341116,"ANC FAMILY MILK 24X300G+35G",2016-10-11,473,2018-03-11,516,"Fresh"
"29907",10341116,"ANC FAMILY MILK 24X300G+35G",2016-10-11,1777,2018-03-12,517,"Fresh"
"29918",10341311,"ANC FAMILY MILK 32X140G+10G",2016-10-11,351,2017-10-30,384,"Fresh"
"29919",10341311,"ANC FAMILY MILK 32X140G+10G",2016-10-11,986,2017-12-09,424,"Fresh"
"29929",10341429,"ANC FAMILY MILK 12X900G+100G",2016-10-11,209,2018-01-30,476,"Fresh"
"29930",10341429,"ANC FAMILY MILK 12X900G+100G",2016-10-11,156,2018-02-01,478,"Fresh"
"29931",10341429,"ANC FAMILY MILK 12X900G+100G",2016-10-11,555,2018-03-09,514,"Fresh"
"29932",10341429,"ANC FAMILY MILK 12X900G+100G",2016-10-11,550,2018-03-10,515,"Fresh"
"29946",10341430,"ANC FAMILY MILK 12X655G+45G",2016-10-11,2,2018-02-02,479,"Fresh"
"29947",10341430,"ANC FAMILY MILK 12X655G+45G",2016-10-11,1781,2018-03-10,515,"Fresh"
"29948",10341430,"ANC FAMILY MILK 12X655G+45G",2016-10-11,909,2018-03-11,516,"Fresh"
"29973",10343543,"ANL GOLD CHOC 24X300G",2016-10-11,1,2018-02-06,483,"Fresh"
"29974",10343543,"ANL GOLD CHOC 24X300G",2016-10-11,181,2018-02-24,501,"Fresh"
"29975",10343543,"ANL GOLD CHOC 24X300G",2016-10-11,501,2018-03-12,517,"Fresh"
"29976",10343543,"ANL GOLD CHOC 24X300G",2016-10-11,506,2018-03-13,518,"Fresh"
"29999",10343544,"ANL GOLD PLAIN 24X300G",2016-10-11,0.875,2018-02-23,500,"Fresh"
"30001",10343544,"ANL GOLD PLAIN 24X300G",2016-10-11,405,2018-03-06,511,"Fresh"
"30002",10343544,"ANL GOLD PLAIN 24X300G",2016-10-11,1598,2018-03-20,525,"Fresh"
"30003",10343544,"ANL GOLD PLAIN 24X300G",2016-10-11,262,2018-03-29,534,"Fresh"
"30004",10343544,"ANL GOLD PLAIN 24X300G",2016-10-11,971,2018-03-30,535,"Fresh"
"30024",10351199,"ANM CHOC 4X3 800G SUYSING",2016-10-11,4,2017-08-18,311,"Fresh"
"30025",10351199,"ANM CHOC 4X3 800G SUYSING",2016-10-11,6,2018-01-16,462,"Fresh"
"30026",10351199,"ANM CHOC 4X3 800G SUYSING",2016-10-11,2,2018-03-14,519,"Fresh"
"30030",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-10-11,1,2017-08-12,305,"Fresh"
"30031",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-10-11,3,2017-09-09,333,"Fresh"
"30032",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-10-11,4,2018-01-17,463,"Fresh"
"30033",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-10-11,2,2018-02-28,505,"Fresh"
"30037",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-10-11,7,2018-02-25,502,"Fresh"
"30042",10354037,"ANM CHOC 6X4X180G SUYSING",2016-10-11,1,2018-01-28,474,"Fresh"
"30043",10354037,"ANM CHOC 6X4X180G SUYSING",2016-10-11,10,2018-02-24,501,"Fresh"
"30213",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-12,1,2017-03-03,142,"Fresh"
"30214",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-12,196,2017-03-08,147,"Fresh"
"30215",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-12,1571,2017-03-23,162,"Fresh"
"30216",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-12,1600,2017-04-12,182,"Fresh"
"30217",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-12,99,2017-04-18,188,"Fresh"
"30218",112991,"ANCHOR UHT LITE 12X1L NEW",2016-10-12,5100,2017-05-03,203,"Fresh"
"30239",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-10-12,0.833333333333333,2017-04-10,180,"Fresh"
"30243",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-10-12,5476,2017-05-05,205,"Fresh"
"30282",1053009,"Anchor FCMP 24x150g",2016-10-12,134,2017-10-30,383,"Fresh"
"30283",1053009,"Anchor FCMP 24x150g",2016-10-12,272,2017-12-22,436,"Fresh"
"30289",1053010,"ANCHOR FCMP 24 X 350G",2016-10-12,260,2017-11-28,412,"Fresh"
"30291",1053010,"ANCHOR FCMP 24 X 350G",2016-10-12,321,2017-12-14,428,"Fresh"
"30292",1053010,"ANCHOR FCMP 24 X 350G",2016-10-12,710.958333333333,2017-12-28,442,"Fresh"
"30299",1053011,"ANCHOR FCMP 12 X700G",2016-10-12,2,2017-10-30,383,"Fresh"
"30300",1053011,"ANCHOR FCMP 12 X700G",2016-10-12,113,2017-11-19,403,"Fresh"
"30301",1053011,"ANCHOR FCMP 12 X700G",2016-10-12,1152,2017-12-13,427,"Fresh"
"30302",1053011,"ANCHOR FCMP 12 X700G",2016-10-12,466,2017-12-22,436,"Fresh"
"30311",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-10-12,1,2019-04-06,906,"Fresh"
"30312",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-10-12,1459,2019-07-25,1016,"Fresh"
"30335",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-10-12,957,2018-02-28,504,"Fresh"
"30336",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-10-12,878,2018-03-22,526,"Fresh"
"30345",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-10-12,2,2018-02-24,500,"Fresh"
"30346",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-10-12,1,2018-03-14,518,"Fresh"
"30347",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-10-12,665,2018-03-15,519,"Fresh"
"30348",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-10-12,1078.375,2018-03-23,527,"Fresh"
"30358",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-10-12,6,2018-02-25,501,"Fresh"
"30359",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-10-12,1315,2018-02-27,503,"Fresh"
"30360",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-10-12,107,2018-02-28,504,"Fresh"
"30369",1063491,"ANMUM CHOC 24X375G",2016-10-12,7,2018-02-24,500,"Fresh"
"30370",1063491,"ANMUM CHOC 24X375G",2016-10-12,684,2018-03-15,519,"Fresh"
"30371",1063491,"ANMUM CHOC 24X375G",2016-10-12,926.791666666667,2018-03-23,527,"Fresh"
"30379",1063581,"ANMUM CHOCO 80X46G",2016-10-12,244.075,2017-08-23,315,"Fresh"
"30391",1063645,"ANMUM MATERNA 24X375G",2016-10-12,15,2018-02-25,501,"Fresh"
"30393",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-10-12,12,2017-06-13,244,"Fresh"
"30398",1064002,"ANMUM VANILLA MANGO 24X180G",2016-10-12,467,2018-01-29,474,"Fresh"
"30403",1064003,"ANMUM VANILLA MANGO 24X375G",2016-10-12,99,2018-01-29,474,"Fresh"
"30404",1064003,"ANMUM VANILLA MANGO 24X375G",2016-10-12,421,2018-03-22,526,"Fresh"
"30408",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-10-12,315.925,2017-09-05,328,"Fresh"
"30411",1064678,"ANCHOR ADULT 36X180G",2016-10-12,190,2017-09-17,340,"Fresh"
"30415",1064687,"ANLENE CONCENTRAT VNL-PH 48X110ML NEW",2016-10-12,4,2017-04-25,195,"Fresh"
"30416",1064687,"ANLENE CONCENTRAT VNL-PH 48X110ML NEW",2016-10-12,2446,2017-04-30,200,"Fresh"
"30420",1064727,"ANLENE CONCENTRATCHOC-PH 48X110ML NEW",2016-10-12,2224,2017-05-01,201,"Fresh"
"30422",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-10-12,1,2017-10-22,375,"Fresh"
"30423",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-10-12,745,2018-01-13,458,"Fresh"
"30431",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-10-12,1,2018-02-06,482,"Fresh"
"30432",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-10-12,39,2018-02-28,504,"Fresh"
"30433",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-10-12,1025,2018-03-01,505,"Fresh"
"30448",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-12,274,2018-02-03,479,"Fresh"
"30449",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-12,1,2018-02-13,489,"Fresh"
"30451",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-12,1,2018-02-15,491,"Fresh"
"30453",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-12,242,2018-02-17,493,"Fresh"
"30454",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-12,1590,2018-02-18,494,"Fresh"
"30455",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-12,1720,2018-03-06,510,"Fresh"
"30456",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-12,3067,2018-03-07,511,"Fresh"
"30457",1064975,"ANLENE GOLD REFORM 12X600G",2016-10-12,659,2018-03-08,512,"Fresh"
"30491",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-12,1,2018-02-22,498,"Fresh"
"30492",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-12,1158,2018-02-23,499,"Fresh"
"30493",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-12,1535,2018-03-05,509,"Fresh"
"30494",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-12,409,2018-03-20,524,"Fresh"
"30495",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-12,516,2018-03-21,525,"Fresh"
"30496",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-12,304,2018-03-28,532,"Fresh"
"30497",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-10-12,1747,2018-03-29,533,"Fresh"
"30524",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-10-12,840,2018-02-05,481,"Fresh"
"30525",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-10-12,100,2018-02-06,482,"Fresh"
"30526",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-10-12,1576,2018-02-28,504,"Fresh"
"30539",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-10-12,1088,2019-08-05,1027,"Fresh"
"30540",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-10-12,619,2019-08-10,1032,"Fresh"
"30548",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-10-12,1,2018-02-25,501,"Fresh"
"30549",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-10-12,1154,2018-02-28,504,"Fresh"
"30558",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-10-12,8,2018-03-14,518,"Fresh"
"30559",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-10-12,850,2018-03-15,519,"Fresh"
"30560",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-10-12,569,2018-03-23,527,"Fresh"
"30569",1065315,"ANLENE GOLD 12X990G SUP",2016-10-12,1,2018-02-10,486,"Fresh"
"30571",1065315,"ANLENE GOLD 12X990G SUP",2016-10-12,1,2018-02-12,488,"Fresh"
"30573",1065315,"ANLENE GOLD 12X990G SUP",2016-10-12,574,2018-03-08,512,"Fresh"
"30574",1065315,"ANLENE GOLD 12X990G SUP",2016-10-12,968,2018-03-09,513,"Fresh"
"30575",1065315,"ANLENE GOLD 12X990G SUP",2016-10-12,1856,2018-03-21,525,"Fresh"
"30576",1065315,"ANLENE GOLD 12X990G SUP",2016-10-12,568,2018-03-22,526,"Fresh"
"30577",1065315,"ANLENE GOLD 12X990G SUP",2016-10-12,718,2018-03-27,531,"Fresh"
"30578",1065315,"ANLENE GOLD 12X990G SUP",2016-10-12,1624,2018-03-28,532,"Fresh"
"30625",1065316,"ANLENE GOLD 24X180G SUP",2016-10-12,1335.625,2018-03-05,509,"Fresh"
"30626",1065316,"ANLENE GOLD 24X180G SUP",2016-10-12,1117,2018-03-06,510,"Fresh"
"30627",1065316,"ANLENE GOLD 24X180G SUP",2016-10-12,686,2018-03-07,511,"Fresh"
"30628",1065316,"ANLENE GOLD 24X180G SUP",2016-10-12,887,2018-03-08,512,"Fresh"
"30629",1065316,"ANLENE GOLD 24X180G SUP",2016-10-12,1550,2018-03-20,524,"Fresh"
"30630",1065316,"ANLENE GOLD 24X180G SUP",2016-10-12,437,2018-03-28,532,"Fresh"
"30631",1065316,"ANLENE GOLD 24X180G SUP",2016-10-12,1555.75,2018-03-29,533,"Fresh"
"30674",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-10-12,60,2018-02-04,480,"Fresh"
"30675",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-10-12,1587,2018-02-28,504,"Fresh"
"30676",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-10-12,460,2018-03-12,516,"Fresh"
"30694",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-10-12,437,2018-02-28,504,"Fresh"
"30695",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-10-12,2169,2018-03-13,517,"Fresh"
"30708",10332315,"ANC FAMILY MILK 12X655G",2016-10-12,1,2017-04-20,190,"Fresh"
"30710",10333064,"ANC FAMILY MILK 24X300G",2016-10-12,42,2017-04-06,176,"Fresh"
"30719",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-10-12,0.666666666666667,2017-04-03,173,"Fresh"
"30720",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-10-12,5,2017-04-04,174,"Fresh"
"30722",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-10-12,1,2017-04-10,180,"Fresh"
"30723",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-10-12,389,2017-04-16,186,"Fresh"
"30724",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-10-12,397,2017-04-20,190,"Fresh"
"30769",10341116,"ANC FAMILY MILK 24X300G+35G",2016-10-12,329,2018-03-11,515,"Fresh"
"30770",10341116,"ANC FAMILY MILK 24X300G+35G",2016-10-12,1777,2018-03-12,516,"Fresh"
"30781",10341311,"ANC FAMILY MILK 32X140G+10G",2016-10-12,219.84375,2017-10-30,383,"Fresh"
"30782",10341311,"ANC FAMILY MILK 32X140G+10G",2016-10-12,986,2017-12-09,423,"Fresh"
"30792",10341429,"ANC FAMILY MILK 12X900G+100G",2016-10-12,140,2018-01-30,475,"Fresh"
"30793",10341429,"ANC FAMILY MILK 12X900G+100G",2016-10-12,156,2018-02-01,477,"Fresh"
"30794",10341429,"ANC FAMILY MILK 12X900G+100G",2016-10-12,555,2018-03-09,513,"Fresh"
"30795",10341429,"ANC FAMILY MILK 12X900G+100G",2016-10-12,550,2018-03-10,514,"Fresh"
"30809",10341430,"ANC FAMILY MILK 12X655G+45G",2016-10-12,2,2018-02-02,478,"Fresh"
"30810",10341430,"ANC FAMILY MILK 12X655G+45G",2016-10-12,1585,2018-03-10,514,"Fresh"
"30811",10341430,"ANC FAMILY MILK 12X655G+45G",2016-10-12,909,2018-03-11,515,"Fresh"
"30836",10343543,"ANL GOLD CHOC 24X300G",2016-10-12,1,2018-02-06,482,"Fresh"
"30838",10343543,"ANL GOLD CHOC 24X300G",2016-10-12,232,2018-03-12,516,"Fresh"
"30839",10343543,"ANL GOLD CHOC 24X300G",2016-10-12,506,2018-03-13,517,"Fresh"
"30862",10343544,"ANL GOLD PLAIN 24X300G",2016-10-12,0.875,2018-02-23,499,"Fresh"
"30864",10343544,"ANL GOLD PLAIN 24X300G",2016-10-12,1,2018-03-06,510,"Fresh"
"30865",10343544,"ANL GOLD PLAIN 24X300G",2016-10-12,1477,2018-03-20,524,"Fresh"
"30866",10343544,"ANL GOLD PLAIN 24X300G",2016-10-12,262,2018-03-29,533,"Fresh"
"30867",10343544,"ANL GOLD PLAIN 24X300G",2016-10-12,971,2018-03-30,534,"Fresh"
"30887",10351199,"ANM CHOC 4X3 800G SUYSING",2016-10-12,4,2017-08-18,310,"Fresh"
"30888",10351199,"ANM CHOC 4X3 800G SUYSING",2016-10-12,6,2018-01-16,461,"Fresh"
"30889",10351199,"ANM CHOC 4X3 800G SUYSING",2016-10-12,2,2018-03-14,518,"Fresh"
