"","SKU","Description","Date","Quantity","Expiration.Date","Days.To.Expiry","Status"
"82155",1063491,"ANMUM CHOC 24X375G",2017-01-12,16,2018-05-22,495,"Fresh"
"82160",1063581,"ANMUM CHOCO 80X46G",2017-01-12,203,2018-01-26,379,"Fresh"
"82161",1063581,"ANMUM CHOCO 80X46G",2017-01-12,497.8625,2018-01-29,382,"Fresh"
"82166",1063582,"ANMUM PLAIN 80X37.5G LEDA",2017-01-12,307,2018-01-22,375,"Fresh"
"82167",1063582,"ANMUM PLAIN 80X37.5G LEDA",2017-01-12,317.175,2018-01-24,377,"Fresh"
"82172",1063645,"ANMUM MATERNA 24X375G",2017-01-12,9,2018-04-22,465,"Fresh"
"82173",1063647,"ANMUM MATERNA CHOCO 24X375G",2017-01-12,4,2017-06-13,152,"Fresh"
"82174",1063647,"ANMUM MATERNA CHOCO 24X375G",2017-01-12,21,2018-03-15,427,"Fresh"
"82179",1064002,"ANMUM VANILLA MANGO 24X180G",2017-01-12,285,2018-04-26,469,"Fresh"
"82185",1064003,"ANMUM VANILLA MANGO 24X375G",2017-01-12,189,2018-04-26,469,"Fresh"
"82189",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2017-01-12,280.6,2018-01-26,379,"Fresh"
"82205",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2017-01-12,749,2018-04-10,453,"Fresh"
"82216",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2017-01-12,20,2018-05-11,484,"Fresh"
"82217",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2017-01-12,777.75,2018-06-12,516,"Fresh"
"82248",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-12,451,2018-06-07,511,"Fresh"
"82249",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-12,533,2018-06-19,523,"Fresh"
"82250",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-12,1064,2018-06-20,524,"Fresh"
"82251",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-12,666,2018-06-21,525,"Fresh"
"82252",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-12,1324,2018-06-27,531,"Fresh"
"82288",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-12,912,2018-06-05,509,"Fresh"
"82289",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-12,206,2018-06-06,510,"Fresh"
"82290",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-12,1538,2018-06-29,533,"Fresh"
"82310",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2017-01-12,229,2018-05-09,482,"Fresh"
"82311",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2017-01-12,783,2018-06-10,514,"Fresh"
"82320",1065037,"ANCHOR 6X2.5KG(PH) CAN",2017-01-12,529,2019-08-10,940,"Fresh"
"82321",1065037,"ANCHOR 6X2.5KG(PH) CAN",2017-01-12,33,2019-11-17,1039,"Fresh"
"82322",1065037,"ANCHOR 6X2.5KG(PH) CAN",2017-01-12,1067,2019-11-18,1040,"Fresh"
"82332",1065201,"ANMUM MATERNA PLAIN 12X800G",2017-01-12,303,2018-05-22,495,"Fresh"
"82343",1065202,"ANMUM MATERNA CHOCO 12X800G",2017-01-12,24,2018-05-12,485,"Fresh"
"82369",1065315,"ANLENE GOLD 12X990G SUP",2017-01-12,1126,2018-06-19,523,"Fresh"
"82370",1065315,"ANLENE GOLD 12X990G SUP",2017-01-12,796,2018-06-28,532,"Fresh"
"82425",1065316,"ANLENE GOLD 24X180G SUP",2017-01-12,518,2018-06-08,512,"Fresh"
"82426",1065316,"ANLENE GOLD 24X180G SUP",2017-01-12,3327.95833333333,2018-06-21,525,"Fresh"
"82427",1065316,"ANLENE GOLD 24X180G SUP",2017-01-12,446,2018-06-28,532,"Fresh"
"82428",1065316,"ANLENE GOLD 24X180G SUP",2017-01-12,1094,2018-06-29,533,"Fresh"
"82460",1065317,"ANLENE GOLD CHOC 12X980G SUP",2017-01-12,628,2018-06-09,513,"Fresh"
"82461",1065317,"ANLENE GOLD CHOC 12X980G SUP",2017-01-12,701.916666666667,2018-06-30,534,"Fresh"
"82479",1065318,"ANLENE GOLD CHOC 24X175G SUP",2017-01-12,343,2018-05-09,482,"Fresh"
"82480",1065318,"ANLENE GOLD CHOC 24X175G SUP",2017-01-12,1288.54166666667,2018-06-09,513,"Fresh"
"82481",1065318,"ANLENE GOLD CHOC 24X175G SUP",2017-01-12,208,2018-06-29,533,"Fresh"
"82482",1065318,"ANLENE GOLD CHOC 24X175G SUP",2017-01-12,1254.5,2018-06-30,534,"Fresh"
"82488",10332315,"ANC FAMILY MILK 12X655G",2017-01-12,1,2017-04-20,98,"Fresh"
"82517",10333759,"ANC UHT FRESH 1L AT P70 SRP",2017-01-12,134,2017-07-08,177,"Fresh"
"82554",10341116,"ANC FAMILY MILK 24X300G+35G",2017-01-12,24,2018-05-04,477,"Fresh"
"82555",10341116,"ANC FAMILY MILK 24X300G+35G",2017-01-12,1,2018-05-20,493,"Fresh"
"82557",10341116,"ANC FAMILY MILK 24X300G+35G",2017-01-12,363,2018-06-14,518,"Fresh"
"82564",10341311,"ANC FAMILY MILK 32X140G+10G",2017-01-12,1,2018-02-20,404,"Fresh"
"82565",10341311,"ANC FAMILY MILK 32X140G+10G",2017-01-12,688,2018-03-15,427,"Fresh"
"82582",10341429,"ANC FAMILY MILK 12X900G+100G",2017-01-12,356,2018-06-15,519,"Fresh"
"82597",10341430,"ANC FAMILY MILK 12X655G+45G",2017-01-12,1386,2018-06-13,517,"Fresh"
"82624",10343543,"ANL GOLD CHOC 24X300G",2017-01-12,396,2018-05-10,483,"Fresh"
"82625",10343543,"ANL GOLD CHOC 24X300G",2017-01-12,878,2018-06-09,513,"Fresh"
"82626",10343543,"ANL GOLD CHOC 24X300G",2017-01-12,129,2018-06-10,514,"Fresh"
"82627",10343543,"ANL GOLD CHOC 24X300G",2017-01-12,499,2018-06-29,533,"Fresh"
"82628",10343543,"ANL GOLD CHOC 24X300G",2017-01-12,633,2018-06-30,534,"Fresh"
"82654",10343544,"ANL GOLD PLAIN 24X300G",2017-01-12,1144,2018-06-01,505,"Fresh"
"82655",10343544,"ANL GOLD PLAIN 24X300G",2017-01-12,799,2018-06-02,506,"Fresh"
"82656",10343544,"ANL GOLD PLAIN 24X300G",2017-01-12,1063,2018-06-03,507,"Fresh"
"82668",10351199,"ANM CHOC 4X3 800G SUYSING",2017-01-12,6,2018-01-16,369,"Fresh"
"82669",10351199,"ANM CHOC 4X3 800G SUYSING",2017-01-12,2,2018-03-14,426,"Fresh"
"82674",10351200,"ANM PLAIN 4X3 800G SUYSING",2017-01-12,2,2017-09-09,240,"Fresh"
"82675",10351200,"ANM PLAIN 4X3 800G SUYSING",2017-01-12,4,2018-01-17,370,"Fresh"
"82676",10351200,"ANM PLAIN 4X3 800G SUYSING",2017-01-12,2,2018-02-28,412,"Fresh"
"82681",10354033,"ANM PLAIN 6X4X180G SUYSING",2017-01-12,10,2018-04-24,467,"Fresh"
"82686",10354037,"ANM CHOC 6X4X180G SUYSING",2017-01-12,9,2018-02-24,408,"Fresh"
"82687",10354037,"ANM CHOC 6X4X180G SUYSING",2017-01-12,2,2018-04-26,469,"Fresh"
"82708",10367045,"ANL GOLD PLAIN 72X30G",2017-01-12,142,2017-12-03,325,"Fresh"
"82710",10367045,"ANL GOLD PLAIN 72X30G",2017-01-12,694,2017-12-05,327,"Fresh"
"82711",10367045,"ANL GOLD PLAIN 72X30G",2017-01-12,844,2017-12-06,328,"Fresh"
"82712",10367045,"ANL GOLD PLAIN 72X30G",2017-01-12,436,2017-12-07,329,"Fresh"
"82713",10367045,"ANL GOLD PLAIN 72X30G",2017-01-12,832,2017-12-19,341,"Fresh"
"82714",10367045,"ANL GOLD PLAIN 72X30G",2017-01-12,854,2017-12-20,342,"Fresh"
"82715",10367045,"ANL GOLD PLAIN 72X30G",2017-01-12,431,2017-12-21,343,"Fresh"
"82733",10369150,"ANL CONC VAN 3X4X110ML",2017-01-12,222,2017-06-08,147,"Fresh"
"82735",10369151,"ANL CONC CHOC 3X4X110ML",2017-01-12,138,2017-05-01,109,"Fresh"
"82739",10369533,"ANMUM CONCENTRATE VANILLA 125MLX48",2017-01-12,2145,2017-08-16,216,"Fresh"
"82741",10370991,"ANMUM CHOCO 180GX24",2017-01-12,1461,2018-06-17,521,"Fresh"
"82742",10370991,"ANMUM CHOCO 180GX24",2017-01-12,419,2018-06-18,522,"Fresh"
"82745",10370992,"ANMUM CHOCO 375GX24",2017-01-12,1018,2018-06-17,521,"Fresh"
"82746",10370992,"ANMUM CHOCO 375GX24",2017-01-12,309,2018-06-18,522,"Fresh"
"82752",10370998,"ANMUM PLAIN 800GX12",2017-01-12,683,2018-06-16,520,"Fresh"
"82759",10370999,"ANMUM PLAIN 180GX24",2017-01-12,1549,2018-06-16,520,"Fresh"
"82765",10371000,"ANMUM PLAIN 375GX24",2017-01-12,524,2018-06-16,520,"Fresh"
"82766",10371000,"ANMUM PLAIN 375GX24",2017-01-12,635,2018-06-17,521,"Fresh"
"82770",10371218,"ANMUM MOCHA LATTE 24X375G",2017-01-12,17,2018-06-22,526,"Fresh"
"82771",10371218,"ANMUM MOCHA LATTE 24X375G",2017-01-12,791.083333333333,2018-06-27,531,"Fresh"
"82778",10371219,"ANMUM CHOCO 800GX12",2017-01-12,1000,2018-06-18,522,"Fresh"
"82783",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-12,18,2017-10-29,290,"Fresh"
"82784",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-12,405,2017-11-26,318,"Fresh"
"82785",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-12,867,2017-11-27,319,"Fresh"
"82786",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-12,952,2017-12-02,324,"Fresh"
"82787",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-12,431,2017-12-03,325,"Fresh"
"82788",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-12,429,2017-12-04,326,"Fresh"
"82789",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-12,150,2017-12-05,327,"Fresh"
"82815",10373910,"ANC FAMILY MILK PLN 24X300G+35G ""NEW DESIGN""",2017-01-12,653.625,2018-06-14,518,"Fresh"
"82823",10373912,"ANC FAMILY MILK PLN 12X655G+45G ""NEW DESIGN""",2017-01-12,222.416666666667,2018-06-13,517,"Fresh"
"82838",10373916,"ANC FAMILY MILK CHOC 12X700G ""NEW DESIGN""",2017-01-12,201,2018-06-12,516,"Fresh"
"82866",112991,"ANCHOR UHT LITE 12X1L NEW",2017-01-14,1,2017-06-15,152,"Fresh"
"82867",112991,"ANCHOR UHT LITE 12X1L NEW",2017-01-14,3722,2017-06-20,157,"Fresh"
"82868",112991,"ANCHOR UHT LITE 12X1L NEW",2017-01-14,4672,2017-07-08,175,"Fresh"
"82901",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-14,174.333333333333,2017-07-08,175,"Fresh"
"82902",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-14,340,2017-07-23,190,"Fresh"
"82903",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-14,1356,2017-07-26,193,"Fresh"
"82904",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-14,3406,2017-08-15,213,"Fresh"
"82905",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-14,3221,2017-08-16,214,"Fresh"
"82927",1053009,"Anchor FCMP 24x150g",2017-01-14,150,2018-02-14,396,"Fresh"
"82935",1053010,"ANCHOR FCMP 24 X 350G",2017-01-14,13.6666666666667,2017-12-28,348,"Fresh"
"82936",1053010,"ANCHOR FCMP 24 X 350G",2017-01-14,165,2018-02-14,396,"Fresh"
"82937",1053010,"ANCHOR FCMP 24 X 350G",2017-01-14,160.333333333333,2018-03-16,426,"Fresh"
"82948",1053011,"ANCHOR FCMP 12 X700G",2017-01-14,1,2018-03-14,424,"Fresh"
"82949",1053011,"ANCHOR FCMP 12 X700G",2017-01-14,558.666666666667,2018-03-15,425,"Fresh"
"82955",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2017-01-14,66,2019-07-25,922,"Fresh"
"82956",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2017-01-14,1840,2019-08-18,946,"Fresh"
"82961",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2017-01-14,1179,2017-07-15,182,"Fresh"
"82962",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2017-01-14,3077,2017-08-03,201,"Fresh"
"82970",1062474,"ANLENE CONCENTRATCHOC-PH 110ML",2017-01-14,1843,2017-07-16,183,"Fresh"
"82983",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2017-01-14,395,2018-05-22,493,"Fresh"
"82995",1063486,"ANMUM MAT CHOC 24x180G LEDA",2017-01-14,23,2018-05-22,493,"Fresh"
"83006",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2017-01-14,142,2018-05-21,492,"Fresh"
"83018",1063491,"ANMUM CHOC 24X375G",2017-01-14,6,2018-05-22,493,"Fresh"
"83023",1063581,"ANMUM CHOCO 80X46G",2017-01-14,203,2018-01-26,377,"Fresh"
"83024",1063581,"ANMUM CHOCO 80X46G",2017-01-14,497.8625,2018-01-29,380,"Fresh"
"83029",1063582,"ANMUM PLAIN 80X37.5G LEDA",2017-01-14,307,2018-01-22,373,"Fresh"
"83030",1063582,"ANMUM PLAIN 80X37.5G LEDA",2017-01-14,317.175,2018-01-24,375,"Fresh"
"83035",1063645,"ANMUM MATERNA 24X375G",2017-01-14,9,2018-04-22,463,"Fresh"
"83036",1063647,"ANMUM MATERNA CHOCO 24X375G",2017-01-14,4,2017-06-13,150,"Fresh"
"83037",1063647,"ANMUM MATERNA CHOCO 24X375G",2017-01-14,21,2018-03-15,425,"Fresh"
"83042",1064002,"ANMUM VANILLA MANGO 24X180G",2017-01-14,275,2018-04-26,467,"Fresh"
"83048",1064003,"ANMUM VANILLA MANGO 24X375G",2017-01-14,169,2018-04-26,467,"Fresh"
"83052",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2017-01-14,280.6,2018-01-26,377,"Fresh"
"83068",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2017-01-14,725,2018-04-10,451,"Fresh"
"83080",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2017-01-14,694.75,2018-06-12,514,"Fresh"
"83111",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-14,104,2018-06-07,509,"Fresh"
"83112",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-14,533,2018-06-19,521,"Fresh"
"83113",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-14,1064,2018-06-20,522,"Fresh"
"83114",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-14,666,2018-06-21,523,"Fresh"
"83115",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-14,1324,2018-06-27,529,"Fresh"
"83116",1064975,"ANLENE GOLD REFORM 12X600G",2017-01-14,792,2018-07-04,536,"Fresh"
"83151",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-14,712,2018-06-05,507,"Fresh"
"83152",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-14,206,2018-06-06,508,"Fresh"
"83153",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-14,1538,2018-06-29,531,"Fresh"
"83154",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-14,818,2018-07-05,537,"Fresh"
"83155",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-14,309,2018-07-06,538,"Fresh"
"83156",1064984,"ANLENE GOLD NANOCAL 24X390G",2017-01-14,944,2018-07-10,542,"Fresh"
"83173",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2017-01-14,167,2018-05-09,480,"Fresh"
"83174",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2017-01-14,783,2018-06-10,512,"Fresh"
"83183",1065037,"ANCHOR 6X2.5KG(PH) CAN",2017-01-14,497,2019-08-10,938,"Fresh"
"83184",1065037,"ANCHOR 6X2.5KG(PH) CAN",2017-01-14,33,2019-11-17,1037,"Fresh"
"83185",1065037,"ANCHOR 6X2.5KG(PH) CAN",2017-01-14,1067,2019-11-18,1038,"Fresh"
"83195",1065201,"ANMUM MATERNA PLAIN 12X800G",2017-01-14,266,2018-05-22,493,"Fresh"
"83206",1065202,"ANMUM MATERNA CHOCO 12X800G",2017-01-14,14,2018-05-12,483,"Fresh"
"83232",1065315,"ANLENE GOLD 12X990G SUP",2017-01-14,851,2018-06-19,521,"Fresh"
"83233",1065315,"ANLENE GOLD 12X990G SUP",2017-01-14,796,2018-06-28,530,"Fresh"
"83234",1065315,"ANLENE GOLD 12X990G SUP",2017-01-14,481.75,2018-07-04,536,"Fresh"
"83235",1065315,"ANLENE GOLD 12X990G SUP",2017-01-14,479,2018-07-06,538,"Fresh"
"83236",1065315,"ANLENE GOLD 12X990G SUP",2017-01-14,1159,2018-07-09,541,"Fresh"
"83288",1065316,"ANLENE GOLD 24X180G SUP",2017-01-14,268,2018-06-08,510,"Fresh"
"83289",1065316,"ANLENE GOLD 24X180G SUP",2017-01-14,3327,2018-06-21,523,"Fresh"
"83290",1065316,"ANLENE GOLD 24X180G SUP",2017-01-14,446,2018-06-28,530,"Fresh"
"83291",1065316,"ANLENE GOLD 24X180G SUP",2017-01-14,1094,2018-06-29,531,"Fresh"
"83292",1065316,"ANLENE GOLD 24X180G SUP",2017-01-14,664,2018-06-30,532,"Fresh"
"83293",1065316,"ANLENE GOLD 24X180G SUP",2017-01-14,1557,2018-07-03,535,"Fresh"
"83294",1065316,"ANLENE GOLD 24X180G SUP",2017-01-14,446.875,2018-07-04,536,"Fresh"
"83323",1065317,"ANLENE GOLD CHOC 12X980G SUP",2017-01-14,559,2018-06-09,511,"Fresh"
"83324",1065317,"ANLENE GOLD CHOC 12X980G SUP",2017-01-14,701,2018-06-30,532,"Fresh"
"83342",1065318,"ANLENE GOLD CHOC 24X175G SUP",2017-01-14,232,2018-05-09,480,"Fresh"
"83343",1065318,"ANLENE GOLD CHOC 24X175G SUP",2017-01-14,1288.54166666667,2018-06-09,511,"Fresh"
"83344",1065318,"ANLENE GOLD CHOC 24X175G SUP",2017-01-14,208,2018-06-29,531,"Fresh"
"83345",1065318,"ANLENE GOLD CHOC 24X175G SUP",2017-01-14,1254,2018-06-30,532,"Fresh"
"83351",10332315,"ANC FAMILY MILK 12X655G",2017-01-14,1,2017-04-20,96,"Fresh"
"83380",10333759,"ANC UHT FRESH 1L AT P70 SRP",2017-01-14,1117,2017-07-08,175,"Fresh"
"83417",10341116,"ANC FAMILY MILK 24X300G+35G",2017-01-14,24,2018-05-04,475,"Fresh"
"83418",10341116,"ANC FAMILY MILK 24X300G+35G",2017-01-14,1,2018-05-20,491,"Fresh"
"83420",10341116,"ANC FAMILY MILK 24X300G+35G",2017-01-14,235,2018-06-14,516,"Fresh"
"83427",10341311,"ANC FAMILY MILK 32X140G+10G",2017-01-14,1,2018-02-20,402,"Fresh"
"83428",10341311,"ANC FAMILY MILK 32X140G+10G",2017-01-14,648,2018-03-15,425,"Fresh"
"83445",10341429,"ANC FAMILY MILK 12X900G+100G",2017-01-14,234,2018-06-15,517,"Fresh"
"83460",10341430,"ANC FAMILY MILK 12X655G+45G",2017-01-14,1271,2018-06-13,515,"Fresh"
"83487",10343543,"ANL GOLD CHOC 24X300G",2017-01-14,366,2018-05-10,481,"Fresh"
"83488",10343543,"ANL GOLD CHOC 24X300G",2017-01-14,878,2018-06-09,511,"Fresh"
"83489",10343543,"ANL GOLD CHOC 24X300G",2017-01-14,129,2018-06-10,512,"Fresh"
"83490",10343543,"ANL GOLD CHOC 24X300G",2017-01-14,499,2018-06-29,531,"Fresh"
"83491",10343543,"ANL GOLD CHOC 24X300G",2017-01-14,633,2018-06-30,532,"Fresh"
"83517",10343544,"ANL GOLD PLAIN 24X300G",2017-01-14,1084,2018-06-01,503,"Fresh"
"83518",10343544,"ANL GOLD PLAIN 24X300G",2017-01-14,799,2018-06-02,504,"Fresh"
"83519",10343544,"ANL GOLD PLAIN 24X300G",2017-01-14,1063,2018-06-03,505,"Fresh"
"83520",10343544,"ANL GOLD PLAIN 24X300G",2017-01-14,532.708333333333,2018-07-05,537,"Fresh"
"83531",10351199,"ANM CHOC 4X3 800G SUYSING",2017-01-14,6,2018-01-16,367,"Fresh"
"83532",10351199,"ANM CHOC 4X3 800G SUYSING",2017-01-14,2,2018-03-14,424,"Fresh"
"83537",10351200,"ANM PLAIN 4X3 800G SUYSING",2017-01-14,2,2017-09-09,238,"Fresh"
"83538",10351200,"ANM PLAIN 4X3 800G SUYSING",2017-01-14,4,2018-01-17,368,"Fresh"
"83539",10351200,"ANM PLAIN 4X3 800G SUYSING",2017-01-14,2,2018-02-28,410,"Fresh"
"83544",10354033,"ANM PLAIN 6X4X180G SUYSING",2017-01-14,10,2018-04-24,465,"Fresh"
"83549",10354037,"ANM CHOC 6X4X180G SUYSING",2017-01-14,9,2018-02-24,406,"Fresh"
"83550",10354037,"ANM CHOC 6X4X180G SUYSING",2017-01-14,2,2018-04-26,467,"Fresh"
"83571",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,1,2017-12-03,323,"Fresh"
"83573",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,1,2017-12-05,325,"Fresh"
"83575",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,72,2017-12-07,327,"Fresh"
"83576",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,731,2017-12-19,339,"Fresh"
"83577",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,854,2017-12-20,340,"Fresh"
"83578",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,431,2017-12-21,341,"Fresh"
"83579",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,826,2018-01-03,354,"Fresh"
"83580",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,839,2018-01-04,355,"Fresh"
"83581",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,1695,2018-01-05,356,"Fresh"
"83582",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,415,2018-01-06,357,"Fresh"
"83583",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,846,2018-01-09,360,"Fresh"
"83584",10367045,"ANL GOLD PLAIN 72X30G",2017-01-14,72,2018-01-10,361,"Fresh"
"83596",10369150,"ANL CONC VAN 3X4X110ML",2017-01-14,222,2017-06-08,145,"Fresh"
"83598",10369151,"ANL CONC CHOC 3X4X110ML",2017-01-14,138,2017-05-01,107,"Fresh"
"83602",10369533,"ANMUM CONCENTRATE VANILLA 125MLX48",2017-01-14,1922,2017-08-16,214,"Fresh"
"83604",10370991,"ANMUM CHOCO 180GX24",2017-01-14,1431,2018-06-17,519,"Fresh"
"83605",10370991,"ANMUM CHOCO 180GX24",2017-01-14,419,2018-06-18,520,"Fresh"
"83608",10370992,"ANMUM CHOCO 375GX24",2017-01-14,1008,2018-06-17,519,"Fresh"
"83609",10370992,"ANMUM CHOCO 375GX24",2017-01-14,309,2018-06-18,520,"Fresh"
"83615",10370998,"ANMUM PLAIN 800GX12",2017-01-14,683,2018-06-16,518,"Fresh"
"83622",10370999,"ANMUM PLAIN 180GX24",2017-01-14,1549,2018-06-16,518,"Fresh"
"83628",10371000,"ANMUM PLAIN 375GX24",2017-01-14,524,2018-06-16,518,"Fresh"
"83629",10371000,"ANMUM PLAIN 375GX24",2017-01-14,635,2018-06-17,519,"Fresh"
"83634",10371218,"ANMUM MOCHA LATTE 24X375G",2017-01-14,618.083333333333,2018-06-27,529,"Fresh"
"83641",10371219,"ANMUM CHOCO 800GX12",2017-01-14,960,2018-06-18,520,"Fresh"
"83647",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,13,2017-11-26,316,"Fresh"
"83648",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,844,2017-11-27,317,"Fresh"
"83649",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,975,2017-12-02,322,"Fresh"
"83650",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,431,2017-12-03,323,"Fresh"
"83651",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,429,2017-12-04,324,"Fresh"
"83652",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,843,2017-12-05,325,"Fresh"
"83653",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,842,2017-12-06,326,"Fresh"
"83654",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,436,2017-12-07,327,"Fresh"
"83655",10371661,"ANL GOLD MP PLAIN 12X6X30G",2017-01-14,101,2017-12-19,339,"Fresh"
"83678",10373910,"ANC FAMILY MILK PLN 24X300G+35G ""NEW DESIGN""",2017-01-14,653.625,2018-06-14,516,"Fresh"
"83686",10373912,"ANC FAMILY MILK PLN 12X655G+45G ""NEW DESIGN""",2017-01-14,222.416666666667,2018-06-13,515,"Fresh"
"83701",10373916,"ANC FAMILY MILK CHOC 12X700G ""NEW DESIGN""",2017-01-14,544,2018-06-12,514,"Fresh"
"83729",112991,"ANCHOR UHT LITE 12X1L NEW",2017-01-16,1,2017-06-15,150,"Fresh"
"83730",112991,"ANCHOR UHT LITE 12X1L NEW",2017-01-16,3722,2017-06-20,155,"Fresh"
"83731",112991,"ANCHOR UHT LITE 12X1L NEW",2017-01-16,4672,2017-07-08,173,"Fresh"
"83764",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-16,174.333333333333,2017-07-08,173,"Fresh"
"83765",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-16,340,2017-07-23,188,"Fresh"
"83766",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-16,1356,2017-07-26,191,"Fresh"
"83767",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-16,3406,2017-08-15,211,"Fresh"
"83768",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2017-01-16,3221,2017-08-16,212,"Fresh"
"83790",1053009,"Anchor FCMP 24x150g",2017-01-16,150,2018-02-14,394,"Fresh"
"83798",1053010,"ANCHOR FCMP 24 X 350G",2017-01-16,13.6666666666667,2017-12-28,346,"Fresh"
"83799",1053010,"ANCHOR FCMP 24 X 350G",2017-01-16,165,2018-02-14,394,"Fresh"
"83800",1053010,"ANCHOR FCMP 24 X 350G",2017-01-16,160.333333333333,2018-03-16,424,"Fresh"
"83811",1053011,"ANCHOR FCMP 12 X700G",2017-01-16,1,2018-03-14,422,"Fresh"
"83812",1053011,"ANCHOR FCMP 12 X700G",2017-01-16,558.666666666667,2018-03-15,423,"Fresh"
"83818",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2017-01-16,66,2019-07-25,920,"Fresh"
"83819",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2017-01-16,1840,2019-08-18,944,"Fresh"
"83824",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2017-01-16,1179,2017-07-15,180,"Fresh"
"83825",1062473,"ANLENE CONCENTRAT VNL-PH 110ML",2017-01-16,3077,2017-08-03,199,"Fresh"
"83833",1062474,"ANLENE CONCENTRATCHOC-PH 110ML",2017-01-16,1843,2017-07-16,181,"Fresh"
"83846",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2017-01-16,395,2018-05-22,491,"Fresh"
"83858",1063486,"ANMUM MAT CHOC 24x180G LEDA",2017-01-16,23,2018-05-22,491,"Fresh"
